NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Scytalopus whitneyi ,Tapaculo de Ampay,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,whitneyi ,
Scytalopus schulenbergi,Tapaculo Diademado,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,schulenbergi,
Scytalopus gettyae ,Tapaculo de Junín,AVES,PASSERIFORMES,RHINOCRYPTIDAE,Scytalopus,gettyae ,
Formicarius colma,Gallito-Hormiguero de Gorro Rufo,AVES,PASSERIFORMES,FORMICARIIDAE,Formicarius,colma,
Formicarius analis,Gallito-Hormiguero de Cara Negra,AVES,PASSERIFORMES,FORMICARIIDAE,Formicarius,analis,
Formicarius rufifrons,Gallito-Hormiguero de Frente Rufa,AVES,PASSERIFORMES,FORMICARIIDAE,Formicarius,rufifrons,
Formicarius rufipectus,Gallito-Hormiguero de Pecho Rufo,AVES,PASSERIFORMES,FORMICARIIDAE,Formicarius,rufipectus,
Chamaeza campanisona,Rasconzuelo de Cola Corta,AVES,PASSERIFORMES,FORMICARIIDAE,Chamaeza,campanisona,
Chamaeza nobilis,Rasconzuelo Estriado,AVES,PASSERIFORMES,FORMICARIIDAE,Chamaeza,nobilis,
Chamaeza mollissima,Rasconzuelo Barrado,AVES,PASSERIFORMES,FORMICARIIDAE,Chamaeza,mollissima,
Sclerurus obscurior,Tira-Hoja Sudamericana,AVES,PASSERIFORMES,FURNARIIDAE,Sclerurus,obscurior,
Sclerurus rufigularis,Tira-Hoja de Pico Corto,AVES,PASSERIFORMES,FURNARIIDAE,Sclerurus,rufigularis,
Sclerurus caudacutus,Tira-Hoja de Cola Negra,AVES,PASSERIFORMES,FURNARIIDAE,Sclerurus,caudacutus,
Sclerurus albigularis,Tira-Hoja de Garganta Gris,AVES,PASSERIFORMES,FURNARIIDAE,Sclerurus,albigularis,
Geositta peruviana ,Minero Peruano,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,peruviana ,
Geositta tenuirostris,Minero de Pico Largo,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,tenuirostris,
Geositta cunicularia,Minero Común,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,cunicularia,
Geositta punensis,Minero de la Puna,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,punensis,
Geositta crassirostris ,Minero de Pico Grueso,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,crassirostris ,
Geositta maritima,Minero Gris,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,maritima,
Geositta saxicolina ,Minero Andino,AVES,PASSERIFORMES,FURNARIIDAE,Geositta,saxicolina ,
Certhiasomus stictolaemus,Trepador de Garganta Punteada,AVES,PASSERIFORMES,FURNARIIDAE,Certhiasomus,stictolaemus,
Sittasomus griseicapillus,Trepador Oliváceo,AVES,PASSERIFORMES,FURNARIIDAE,Sittasomus,griseicapillus,
Deconychura longicauda,Trepador de Cola Larga,AVES,PASSERIFORMES,FURNARIIDAE,Deconychura,longicauda,
Dendrocincla tyrannina,Trepador Tiranino,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,tyrannina,
Dendrocincla merula,Trepador de Barbilla Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,merula,
Dendrocincla fuliginosa,Trepador Pardo,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocincla,fuliginosa,
Glyphorynchus spirurus,Trepador Pico de Cuña,AVES,PASSERIFORMES,FURNARIIDAE,Glyphorynchus,spirurus,
Dendrexetastes rufigula,Trepador de Garganta Canela,AVES,PASSERIFORMES,FURNARIIDAE,Dendrexetastes,rufigula,
Nasica longirostris,Trepador de Pico Largo,AVES,PASSERIFORMES,FURNARIIDAE,Nasica,longirostris,
Dendrocolaptes certhia,Trepador Barrado Amazónico,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,certhia,
Dendrocolaptes picumnus,Trepador de Vientre Bandeado,AVES,PASSERIFORMES,FURNARIIDAE,Dendrocolaptes,picumnus,
Hylexetastes stresemanni,Trepador de Vientre Barrado,AVES,PASSERIFORMES,FURNARIIDAE,Hylexetastes,stresemanni,
Xiphocolaptes promeropirhynchus,Trepador de Pico Fuerte,AVES,PASSERIFORMES,FURNARIIDAE,Xiphocolaptes,promeropirhynchus,
Xiphorhynchus obsoletus,Trepador Listado,AVES,PASSERIFORMES,FURNARIIDAE,Xiphorhynchus,obsoletus,
Xiphorhynchus ocellatus,Trepador Ocelado,AVES,PASSERIFORMES,FURNARIIDAE,Xiphorhynchus,ocellatus,
Xiphorhynchus elegans,Trepador Elegante,AVES,PASSERIFORMES,FURNARIIDAE,Xiphorhynchus,elegans,
Xiphorhynchus guttatus,Trepador de Garganta Anteada,AVES,PASSERIFORMES,FURNARIIDAE,Xiphorhynchus,guttatus,
Xiphorhynchus triangularis,Trepador de Dorso Olivo,AVES,PASSERIFORMES,FURNARIIDAE,Xiphorhynchus,triangularis,
Dendroplex picus,Trepador de Pico Recto,AVES,PASSERIFORMES,FURNARIIDAE,Dendroplex,picus,
Dendroplex kienerii,Trepador de Zimmer,AVES,PASSERIFORMES,FURNARIIDAE,Dendroplex,kienerii,
Campylorhamphus trochilirostris,Pico-Guadaña de Pico Rojo,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,trochilirostris,
Campylorhamphus procurvoides,Pico-Guadaña de Pico Curvo,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,procurvoides,
Campylorhamphus pusillus,Pico-Guadaña de Pico Pardo,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,pusillus,
Drymotoxeres pucheranii,Pico-Guadaña Grande,AVES,PASSERIFORMES,FURNARIIDAE,Drymotoxeres,pucheranii,
Lepidocolaptes souleyetii,Trepador de Cabeza Rayada,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,souleyetii,
Lepidocolaptes lacrymiger,Trepador Montano,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,lacrymiger,
Lepidocolaptes duidae,Trepador de Duida,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,duidae,
Lepidocolaptes fatimalimae,Trepador del Inambari,AVES,PASSERIFORMES,FURNARIIDAE,Lepidocolaptes,fatimalimae,
Xenops tenuirostris,Pico-Lezna de Pico Fino,AVES,PASSERIFORMES,FURNARIIDAE,Xenops,tenuirostris,
Xenops minutus,Pico-Lezna Simple,AVES,PASSERIFORMES,FURNARIIDAE,Xenops,minutus,
Xenops rutilans,Pico-Lezna Rayado,AVES,PASSERIFORMES,FURNARIIDAE,Xenops,rutilans,
Berlepschia rikeri,Trepador de Palmeras,AVES,PASSERIFORMES,FURNARIIDAE,Berlepschia,rikeri,
Microxenops milleri,Pico-Lezna de Cola Rufa,AVES,PASSERIFORMES,FURNARIIDAE,Microxenops,milleri,
Ochetorhynchus ruficaudus,Bandurrita de Pico Recto,AVES,PASSERIFORMES,FURNARIIDAE,Ochetorhynchus,ruficaudus,
Pseudocolaptes boissonneautii,Barba-blanca Rayado,AVES,PASSERIFORMES,FURNARIIDAE,Pseudocolaptes,boissonneautii,
Premnornis guttuliger,Cola-Púa de Ala Rojiza,AVES,PASSERIFORMES,FURNARIIDAE,Premnornis,guttuliger,
Furnarius leucopus,Hornero de Pata Pálida,AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,leucopus,
Furnarius torridus,Hornero de Pico Pálido,AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,torridus,
Furnarius minor,Hornero Menor,AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,minor,
Lochmias nematura,Riachuelero,AVES,PASSERIFORMES,FURNARIIDAE,Lochmias,nematura,
Phleocryptes melanops,Junquero,AVES,PASSERIFORMES,FURNARIIDAE,Phleocryptes,melanops,
Geocerthia serrana ,Bandurrita Peruana,AVES,PASSERIFORMES,FURNARIIDAE,Geocerthia,serrana ,
Upucerthia dumetaria,Bandurrita de Garganta Escamosa,AVES,PASSERIFORMES,FURNARIIDAE,Upucerthia,dumetaria,
Upucerthia albigula,Bandurrita de Garganta Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Upucerthia,albigula,
Upucerthia validirostris,Bandurrita de Pecho Anteado,AVES,PASSERIFORMES,FURNARIIDAE,Upucerthia,validirostris,
Cinclodes albidiventris,Churrete de Ala Castañea,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,albidiventris,
Cinclodes albiventris,Churrete de Ala Crema,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,albiventris,
Cinclodes aricomae,Churrete Real,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,aricomae,
Cinclodes palliatus ,Churrete de Vientre Blanco,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,palliatus ,
Cinclodes atacamensis,Churrete de Ala Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,atacamensis,
Cinclodes taczanowskii ,Churrete Marisquero,AVES,PASSERIFORMES,FURNARIIDAE,Cinclodes,taczanowskii ,
Anabazenops dorsalis,Hoja-Rasquero de Mejilla Oscura,AVES,PASSERIFORMES,FURNARIIDAE,Anabazenops,dorsalis,
Philydor erythrocercum,Limpia-Follaje de Lomo Rufo,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,erythrocercum,
Philydor pyrrhodes,Limpia-Follaje de Lomo Canela,AVES,PASSERIFORMES,FURNARIIDAE,Philydor,pyrrhodes,
Anabacerthia striaticollis,Limpia-Follaje Montano,AVES,PASSERIFORMES,FURNARIIDAE,Anabacerthia,striaticollis,
Anabacerthia ruficaudata,Limpia-Follaje de Cola Rufa,AVES,PASSERIFORMES,FURNARIIDAE,Anabacerthia,ruficaudata,
Syndactyla rufosuperciliata,Limpia-Follaje de Ceja Anteada,AVES,PASSERIFORMES,FURNARIIDAE,Syndactyla,rufosuperciliata,
Syndactyla subalaris,Limpia-Follaje Lineado,AVES,PASSERIFORMES,FURNARIIDAE,Syndactyla,subalaris,
Syndactyla ruficollis,Limpia-Follaje de Cuello Rufo,AVES,PASSERIFORMES,FURNARIIDAE,Syndactyla,ruficollis,
Syndactyla ucayalae,Pico-Recurvo Peruano,AVES,PASSERIFORMES,FURNARIIDAE,Syndactyla,ucayalae,
Syndactyla striata,Pico-Recurvo Boliviano,AVES,PASSERIFORMES,FURNARIIDAE,Syndactyla,striata,
Ancistrops strigilatus,Pico-Gancho de Ala Castaña,AVES,PASSERIFORMES,FURNARIIDAE,Ancistrops,strigilatus,
Dendroma rufa,Limpia-Follaje de Frente Anteada,AVES,PASSERIFORMES,FURNARIIDAE,Dendroma,rufa,
Dendroma erythroptera,Limpia-Follaje de Ala Castaña,AVES,PASSERIFORMES,FURNARIIDAE,Dendroma,erythroptera,
Clibanornis erythrocephalus,Hoja-Rasquero de Capucha Rufa,AVES,PASSERIFORMES,FURNARIIDAE,Clibanornis,erythrocephalus,
Clibanornis rubiginosus,Hoja-Rasquero Rojizo,AVES,PASSERIFORMES,FURNARIIDAE,Clibanornis,rubiginosus,
Thripadectes flammulatus,Trepamusgo Flamulado,AVES,PASSERIFORMES,FURNARIIDAE,Thripadectes,flammulatus,
Thripadectes scrutator,Trepamusgo de Dorso Rufo,AVES,PASSERIFORMES,FURNARIIDAE,Thripadectes,scrutator,
Thripadectes holostictus,Trepamusgo Listado,AVES,PASSERIFORMES,FURNARIIDAE,Thripadectes,holostictus,
Thripadectes melanorhynchus,Trepamusgo de Pico Negro,AVES,PASSERIFORMES,FURNARIIDAE,Thripadectes,melanorhynchus,
Automolus rufipileatus,Hoja-Rasquero de Corona Castaña,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,rufipileatus,
Automolus melanopezus,Hoja-Rasquero de Lomo Pardo,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,melanopezus,
Automolus ochrolaemus,Hoja-Rasquero de Garganta Anteada,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,ochrolaemus,
Automolus subulatus,Rondabosque Rayado,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,subulatus,
Automolus infuscatus,Hoja-Rasquero de Dorso Olivo,AVES,PASSERIFORMES,FURNARIIDAE,Automolus,infuscatus,
Premnoplex brunnescens,Cola-Púa Moteada,AVES,PASSERIFORMES,FURNARIIDAE,Premnoplex,brunnescens,
Margarornis squamiger,Subepalo Perlado,AVES,PASSERIFORMES,FURNARIIDAE,Margarornis,squamiger,
Sylviorthorhynchus yanacensis,Tijeral Leonado,AVES,PASSERIFORMES,FURNARIIDAE,Sylviorthorhynchus,yanacensis,
Leptasthenura aegithaloides,Tijeral de Manto Llano,AVES,PASSERIFORMES,FURNARIIDAE,Leptasthenura,aegithaloides,
Leptasthenura pileata ,Tijeral de Corona Castaña,AVES,PASSERIFORMES,FURNARIIDAE,Leptasthenura,pileata ,
Leptasthenura xenothorax ,Tijeral de Ceja Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Leptasthenura,xenothorax ,
Leptasthenura striata,Tijeral Listado,AVES,PASSERIFORMES,FURNARIIDAE,Leptasthenura,striata,
Leptasthenura andicola,Tijeral Andino,AVES,PASSERIFORMES,FURNARIIDAE,Leptasthenura,andicola,
Phacellodomus rufifrons,Espinero de Frente Rufa,AVES,PASSERIFORMES,FURNARIIDAE,Phacellodomus,rufifrons,
Phacellodomus striaticeps,Espinero de Frente Rayada,AVES,PASSERIFORMES,FURNARIIDAE,Phacellodomus,striaticeps,
Phacellodomus dorsalis ,Espinero de Dorso Castaño,AVES,PASSERIFORMES,FURNARIIDAE,Phacellodomus,dorsalis ,
Hellmayrea gularis,Cola-Espina de Ceja Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Hellmayrea,gularis,
Asthenes dorbignyi,Canastero de Pecho Cremoso,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,dorbignyi,
Asthenes urubambensis,Canastero de Frente Listada,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,urubambensis,
Asthenes flammulata,Canastero Multilistado,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,flammulata,
Asthenes virgata ,Canastero de Junín,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,virgata ,
Asthenes maculicauda,Canastero Estriado,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,maculicauda,
Asthenes wyatti,Canastero de Dorso Rayado,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,wyatti,
Asthenes sclateri,Canastero de la Puna,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,sclateri,
Asthenes humilis,Canastero de Garganta Rayada,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,humilis,
Asthenes modesta,Canastero Cordillerano,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,modesta,
Asthenes helleri,Cola-Cardo de la Puna,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,helleri,
Asthenes ayacuchensis ,Cola-Cardo de Ayacucho,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,ayacuchensis ,
Asthenes vilcabambae ,Cola-Cardo de Vilcabamba,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,vilcabambae ,
Asthenes pudibunda,Canastero de Quebradas,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,pudibunda,
Asthenes ottonis ,Canastero de Frente Rojiza,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,ottonis ,
Asthenes palpebralis ,Cola-Cardo de Ojo Anillado,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,palpebralis ,
Asthenes fuliginosa,Cola-Cardo de Barbilla Blanca,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,fuliginosa,
Asthenes griseomurina,Cola-Cardo Murino,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,griseomurina,
Metopothrix aurantiaca,Corona-de-Felpa de Frente Naranja,AVES,PASSERIFORMES,FURNARIIDAE,Metopothrix,aurantiaca,
Xenerpestes singularis,Cola-Gris Ecuatorial,AVES,PASSERIFORMES,FURNARIIDAE,Xenerpestes,singularis,
Siptornis striaticollis,Cola-Púa Frontino,AVES,PASSERIFORMES,FURNARIIDAE,Siptornis,striaticollis,
Thripophaga fusciceps,Cola-Suave Simple,AVES,PASSERIFORMES,FURNARIIDAE,Thripophaga,fusciceps,
Thripophaga berlepschi ,Cola-Suave de Manto Rojizo,AVES,PASSERIFORMES,FURNARIIDAE,Thripophaga,berlepschi ,
Cranioleuca marcapatae ,Cola-Espina de Marcapata,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,marcapatae ,
Cranioleuca albiceps,Cola-Espina de Corona Pálida,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,albiceps,
Cranioleuca vulpina,Cola-Espina de Dorso Rojizo,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,vulpina,
Cranioleuca vulpecula,Cola-Espina de Parker,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,vulpecula,
Cranioleuca albicapilla ,Cola-Espina de Cresta Cremosa,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,albicapilla ,
Cranioleuca curtata,Cola-Espina de Ceja Ceniza,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,curtata,
Cranioleuca antisiensis,Cola-Espina de Mejilla Lineada,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,antisiensis,
Cranioleuca gutturata,Cola-Espina Jaspeado,AVES,PASSERIFORMES,FURNARIIDAE,Cranioleuca,gutturata,
Pseudasthenes cactorum ,Canastero de los Cactus,AVES,PASSERIFORMES,FURNARIIDAE,Pseudasthenes,cactorum ,
Certhiaxis cinnamomeus,Cola-Espina de Barbilla Amarilla,AVES,PASSERIFORMES,FURNARIIDAE,Certhiaxis,cinnamomeus,
Certhiaxis mustelinus,Cola-Espina Rojo y Blanco,AVES,PASSERIFORMES,FURNARIIDAE,Certhiaxis,mustelinus,
Mazaria propinqua,Cola-Espina de Vientre Blanco,AVES,PASSERIFORMES,FURNARIIDAE,Mazaria,propinqua,
Synallaxis scutata,Cola-Espina de Mejilla Ocrácea,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,scutata,
Synallaxis gujanensis,Cola-Espina de Corona Parda,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,gujanensis,
Synallaxis maranonica,Cola-Espina del Marañón,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,maranonica,
Synallaxis hypochondriaca ,Cola-Espina Grande,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,hypochondriaca ,
Synallaxis stictothorax,Cola-Espina Acollarado,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,stictothorax,
Synallaxis zimmeri ,Cola-Espina de Vientre Rojizo,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,zimmeri ,
Synallaxis brachyura,Cola-Espina Pizarroso,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,brachyura,
Synallaxis moesta,Cola-Espina Oscuro,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,moesta,
Synallaxis cabanisi,Cola-Espina de Cabanis,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,cabanisi,
Synallaxis hypospodia,Cola-Espina de Pecho Cinéreo,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,hypospodia,
Synallaxis albigularis,Cola-Espina de Pecho Oscuro,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,albigularis,
Synallaxis albescens,Cola-Espina de Pecho Blanco,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,albescens,
Synallaxis azarae,Cola-Espina de Azara,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,azarae,
Synallaxis courseni ,Cola-Espina de Apurímac,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,courseni ,
Synallaxis tithys,Cola-Espina de Cabeza Negruzca,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,tithys,
Synallaxis unirufa,Cola-Espina Rufo,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,unirufa,
Synallaxis rutilans,Cola-Espina Rojizo,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,rutilans,
Synallaxis cherriei,Cola-Espina de Garganta Castaña,AVES,PASSERIFORMES,FURNARIIDAE,Synallaxis,cherriei,
Tyranneutes stolzmanni,Saltarín-Tirano Enano,AVES,PASSERIFORMES,PIPRIDAE,Tyranneutes,stolzmanni,
Neopelma chrysocephalum,Saltarín-Tirano de Cresta Azafrán,AVES,PASSERIFORMES,PIPRIDAE,Neopelma,chrysocephalum,
Neopelma sulphureiventer,Saltarín-Tirano de Vientre Azufrado,AVES,PASSERIFORMES,PIPRIDAE,Neopelma,sulphureiventer,
Chloropipo unicolor,Saltarín Azabache,AVES,PASSERIFORMES,PIPRIDAE,Chloropipo,unicolor,
Chiroxiphia pareola,Saltarín de Dorso Azul,AVES,PASSERIFORMES,PIPRIDAE,Chiroxiphia,pareola,
Chiroxiphia boliviana,Saltarín de Yungas,AVES,PASSERIFORMES,PIPRIDAE,Chiroxiphia,boliviana,
Masius chrysopterus,Saltarín de Ala Dorada,AVES,PASSERIFORMES,PIPRIDAE,Masius,chrysopterus,
Xenopipo atronitens,Saltarín Negro,AVES,PASSERIFORMES,PIPRIDAE,Xenopipo,atronitens,
Cryptopipo holochlora,Saltarín Verde,AVES,PASSERIFORMES,PIPRIDAE,Cryptopipo,holochlora,
Lepidothrix coronata,Saltarín de Corona Azul,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,coronata,
Lepidothrix isidorei,Saltarín de Lomo Azul,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,isidorei,
Lepidothrix coeruleocapilla ,Saltarín de Gorro Cerúleo,AVES,PASSERIFORMES,PIPRIDAE,Lepidothrix,coeruleocapilla ,
Heterocercus aurantiivertex,Saltarín de Corona Naranja,AVES,PASSERIFORMES,PIPRIDAE,Heterocercus,aurantiivertex,
Heterocercus linteatus ,Saltarín Corona de Fuego,AVES,PASSERIFORMES,PIPRIDAE,Heterocercus,linteatus ,
Manacus manacus,Saltarín de Barba Blanca,AVES,PASSERIFORMES,PIPRIDAE,Manacus,manacus,
Pipra filicauda,Saltarín Cola-de-Alambre,AVES,PASSERIFORMES,PIPRIDAE,Pipra,filicauda,
Pipra fasciicauda,Saltarín de Cola Bandeada,AVES,PASSERIFORMES,PIPRIDAE,Pipra,fasciicauda,
Machaeropterus striolatus,Saltarín Estriado,AVES,PASSERIFORMES,PIPRIDAE,Machaeropterus,striolatus,
Machaeropterus eckelberryi ,Saltarín Pintado,AVES,PASSERIFORMES,PIPRIDAE,Machaeropterus,eckelberryi ,
Machaeropterus pyrocephalus,Saltarín Gorro de Fuego,AVES,PASSERIFORMES,PIPRIDAE,Machaeropterus,pyrocephalus,
Pseudopipra pipra,Saltarín de Corona Blanca,AVES,PASSERIFORMES,PIPRIDAE,Pseudopipra,pipra,
Ceratopipra erythrocephala,Saltarín de Cabeza Dorada,AVES,PASSERIFORMES,PIPRIDAE,Ceratopipra,erythrocephala,
Ceratopipra rubrocapilla,Saltarín de Cabeza Roja,AVES,PASSERIFORMES,PIPRIDAE,Ceratopipra,rubrocapilla,
Ceratopipra chloromeros,Saltarín de Cola Redonda,AVES,PASSERIFORMES,PIPRIDAE,Ceratopipra,chloromeros,
Pipreola riefferii,Frutero Verde y Negro,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,riefferii,
Pipreola intermedia,Frutero de Cola Bandeada,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,intermedia,
Pipreola arcuata,Frutero Barrado,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,arcuata,
Pipreola lubomirskii,Frutero de Pecho Negro,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,lubomirskii,
Pipreola pulchra ,Frutero Enmascarado,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,pulchra ,
Pipreola frontalis,Frutero de Pecho Escarlata,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,frontalis,
Pipreola chlorolepidota,Frutero Garganta de Fuego,AVES,PASSERIFORMES,COTINGIDAE,Pipreola,chlorolepidota,
Ampelioides tschudii,Frutero Escamoso,AVES,PASSERIFORMES,COTINGIDAE,Ampelioides,tschudii,
Zaratornis stresemanni ,Cotinga de Mejilla Blanca,AVES,PASSERIFORMES,COTINGIDAE,Zaratornis,stresemanni ,
Phytotoma raimondii ,Cortarrama Peruano,AVES,PASSERIFORMES,COTINGIDAE,Phytotoma,raimondii ,
Doliornis sclateri ,Cotinga de Subcaudales Bayas,AVES,PASSERIFORMES,COTINGIDAE,Doliornis,sclateri ,
Ampelion rubrocristatus,Cotinga de Cresta Roja,AVES,PASSERIFORMES,COTINGIDAE,Ampelion,rubrocristatus,
Ampelion rufaxilla,Cotinga de Cresta Castaña,AVES,PASSERIFORMES,COTINGIDAE,Ampelion,rufaxilla,
Phoenicircus nigricollis,Cotinga-Roja de Cuello Negro,AVES,PASSERIFORMES,COTINGIDAE,Phoenicircus,nigricollis,
Rupicola peruvianus,Gallito-de-las-Rocas Andino,AVES,PASSERIFORMES,COTINGIDAE,Rupicola,peruvianus,
Snowornis subalaris,Piha de Cola Gris,AVES,PASSERIFORMES,COTINGIDAE,Snowornis,subalaris,
Snowornis cryptolophus,Piha Olivácea,AVES,PASSERIFORMES,COTINGIDAE,Snowornis,cryptolophus,
Querula purpurata,Cuervo-Frutero de Garganta Púrpura,AVES,PASSERIFORMES,COTINGIDAE,Querula,purpurata,
Pyroderus scutatus,Cuervo-Frutero de Garganta Roja,AVES,PASSERIFORMES,COTINGIDAE,Pyroderus,scutatus,
Cephalopterus ornatus,Pájaro-Paraguas Amazónico,AVES,PASSERIFORMES,COTINGIDAE,Cephalopterus,ornatus,
Cotinga maynana,Cotinga de Garganta Morada,AVES,PASSERIFORMES,COTINGIDAE,Cotinga,maynana,
Cotinga cotinga,Cotinga de Pecho Púrpura,AVES,PASSERIFORMES,COTINGIDAE,Cotinga,cotinga,
Cotinga cayana,Cotinga Lentejuelada,AVES,PASSERIFORMES,COTINGIDAE,Cotinga,cayana,
Lipaugus fuscocinereus,Piha Oscura,AVES,PASSERIFORMES,COTINGIDAE,Lipaugus,fuscocinereus,
Lipaugus uropygialis,Piha Ala-de-Cimatarra,AVES,PASSERIFORMES,COTINGIDAE,Lipaugus,uropygialis,
Lipaugus vociferans,Piha Gritona,AVES,PASSERIFORMES,COTINGIDAE,Lipaugus,vociferans,
Porphyrolaema porphyrolaema,Cotinga de Garganta Púrpura,AVES,PASSERIFORMES,COTINGIDAE,Porphyrolaema,porphyrolaema,
Xipholena punicea,Cotinga Pomposa,AVES,PASSERIFORMES,COTINGIDAE,Xipholena,punicea,
Gymnoderus foetidus,Cuervo-Frutero de Cuello Pelado,AVES,PASSERIFORMES,COTINGIDAE,Gymnoderus,foetidus,
Conioptilon mcilhennyi,Cotinga de Cara Negra,AVES,PASSERIFORMES,COTINGIDAE,Conioptilon,mcilhennyi,
Tityra inquisitor,Titira de Corona Negra,AVES,PASSERIFORMES,TITYRIDAE,Tityra,inquisitor,
Tityra cayana,Titira de Cola Negra,AVES,PASSERIFORMES,TITYRIDAE,Tityra,cayana,
Tityra semifasciata,Titira Enmascarada,AVES,PASSERIFORMES,TITYRIDAE,Tityra,semifasciata,
Schiffornis major,Shifornis de Várzea,AVES,PASSERIFORMES,TITYRIDAE,Schiffornis,major,
Schiffornis veraepacis,Shifornis Norteño,AVES,PASSERIFORMES,TITYRIDAE,Schiffornis,veraepacis,
Schiffornis aenea,Shifornis Submontano,AVES,PASSERIFORMES,TITYRIDAE,Schiffornis,aenea,
