NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Icterus mesomelas,Bolsero de Cola Amarilla,AVES,PASSERIFORMES,ICTERIDAE,Icterus,mesomelas,
Icterus cayanensis,Bolsero de Hombro Pintado,AVES,PASSERIFORMES,ICTERIDAE,Icterus,cayanensis,
Icterus chrysocephalus,Bolsero Moriche,AVES,PASSERIFORMES,ICTERIDAE,Icterus,chrysocephalus,
Molothrus oryzivorus,Tordo Gigante,AVES,PASSERIFORMES,ICTERIDAE,Molothrus,oryzivorus,
Molothrus bonariensis,Tordo Brilloso,AVES,PASSERIFORMES,ICTERIDAE,Molothrus,bonariensis,
Dives warczewiczi,Tordo de Matorral,AVES,PASSERIFORMES,ICTERIDAE,Dives,warczewiczi,
Quiscalus mexicanus,Clarinero de Cola Grande,AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,mexicanus,
Lampropsar tanagrinus,Clarinero de Frente Aterciopelada,AVES,PASSERIFORMES,ICTERIDAE,Lampropsar,tanagrinus,
Gymnomystax mexicanus,Tordo Oriol,AVES,PASSERIFORMES,ICTERIDAE,Gymnomystax,mexicanus,
Gnorimopsar chopi,Tordo Chopí,AVES,PASSERIFORMES,ICTERIDAE,Gnorimopsar,chopi,
Agelasticus xanthophthalmus,Tordo de Ojo Pálido,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,xanthophthalmus,
Agelasticus cyanopus ,Tordo Unicolor,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,cyanopus ,
Agelasticus thilius,Tordo de Ala Amarilla,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,thilius,
Chrysomus icterocephalus,Tordo de Capucha Amarilla,AVES,PASSERIFORMES,ICTERIDAE,Chrysomus,icterocephalus,
Parkesia noveboracensis ,Reinita-Acuática Norteña,AVES,PASSERIFORMES,PARULIDAE,Parkesia,noveboracensis ,
Vermivora chrysoptera ,Reinita de Ala Dorada,AVES,PASSERIFORMES,PARULIDAE,Vermivora,chrysoptera ,
Mniotilta varia ,Reinita Trepadora,AVES,PASSERIFORMES,PARULIDAE,Mniotilta,varia ,
Leiothlypis peregrina ,Reinita Verdilla,AVES,PASSERIFORMES,PARULIDAE,Leiothlypis,peregrina ,
Oporornis agilis ,Reinita de Connecticut,AVES,PASSERIFORMES,PARULIDAE,Oporornis,agilis ,
Geothlypis aequinoctialis,Reinita Equinoccial,AVES,PASSERIFORMES,PARULIDAE,Geothlypis,aequinoctialis,
Setophaga ruticilla,Candelita Americana,AVES,PASSERIFORMES,PARULIDAE,Setophaga,ruticilla,
Setophaga cerulea,Reinita Cerúlea,AVES,PASSERIFORMES,PARULIDAE,Setophaga,cerulea,
Setophaga pitiayumi,Parula Tropical,AVES,PASSERIFORMES,PARULIDAE,Setophaga,pitiayumi,
Setophaga fusca,Reinita de Garganta Naranja,AVES,PASSERIFORMES,PARULIDAE,Setophaga,fusca,
Setophaga petechia,Reinita Amarilla,AVES,PASSERIFORMES,PARULIDAE,Setophaga,petechia,
Setophaga striata ,Reinita Estriada,AVES,PASSERIFORMES,PARULIDAE,Setophaga,striata ,
Setophaga palmarum ,Reinita Palmera,AVES,PASSERIFORMES,PARULIDAE,Setophaga,palmarum ,
Myiothlypis luteoviridis,Reinita Citrina,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,luteoviridis,
Myiothlypis nigrocristata,Reinita de Cresta Negra,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,nigrocristata,
Myiothlypis signata,Reinita de Pata Pálida,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,signata,
Myiothlypis fulvicauda,Reinita de Lomo Anteado,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,fulvicauda,
Myiothlypis bivittata,Reinita de Dos Bandas,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,bivittata,
Myiothlypis chrysogaster,Reinita de Vientre Dorado,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,chrysogaster,
Myiothlypis fraseri,Reinita Gris y Dorada,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,fraseri,
Myiothlypis coronata,Reinita de Corona Rojiza,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,coronata,
Basileuterus tristriatus,Reinita de Cabeza Listada,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,tristriatus,
Basileuterus trifasciatus,Reinita Tribandeada,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,trifasciatus,
Cardellina canadensis ,Reinita de Canada,AVES,PASSERIFORMES,PARULIDAE,Cardellina,canadensis ,
Myioborus miniatus,Candelita de Garganta Plomiza,AVES,PASSERIFORMES,PARULIDAE,Myioborus,miniatus,
Myioborus melanocephalus,Candelita de Anteojos,AVES,PASSERIFORMES,PARULIDAE,Myioborus,melanocephalus,
Lamprospiza melanoleuca,Tangara Pintada de Pico Rojo,AVES,PASSERIFORMES,MITROSPINGIDAE,Lamprospiza,melanoleuca,
Piranga flava,Piranga Bermeja,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,flava,
Piranga rubra ,Piranga Roja,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,rubra ,
Piranga olivacea ,Piranga Escarlata,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,olivacea ,
Piranga rubriceps,Piranga de Capucha Roja,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,rubriceps,
Piranga leucoptera,Piranga de Ala Blanca,AVES,PASSERIFORMES,CARDINALIDAE,Piranga,leucoptera,
Habia rubica,Tangara-Hormiguera de Corona Roja,AVES,PASSERIFORMES,CARDINALIDAE,Habia,rubica,
Chlorothraupis carmioli,Tangara Aceitunada,AVES,PASSERIFORMES,CARDINALIDAE,Chlorothraupis,carmioli,
Pheucticus chrysogaster,Picogrueso Dorado,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,chrysogaster,
Pheucticus aureoventris,Picogrueso de Dorso Negro,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,aureoventris,
Pheucticus ludovicianus ,Picogrueso de Pecho Rosado,AVES,PASSERIFORMES,CARDINALIDAE,Pheucticus,ludovicianus ,
Amaurospiza concolor,Semillero Azul,AVES,PASSERIFORMES,CARDINALIDAE,Amaurospiza,concolor,
Cyanoloxia cyanoides,Picogrueso Negro Azulado,AVES,PASSERIFORMES,CARDINALIDAE,Cyanoloxia,cyanoides,
Cyanoloxia rothschildii,Picogrueso Amazónico,AVES,PASSERIFORMES,CARDINALIDAE,Cyanoloxia,rothschildii,
Nemosia pileata,Tangara Encapuchada,AVES,PASSERIFORMES,THRAUPIDAE,Nemosia,pileata,
Sericossypha albocristata,Tangara de Gorro Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Sericossypha,albocristata,
Parkerthraustes humeralis,Picogrueso de Hombro Amarillo,AVES,PASSERIFORMES,THRAUPIDAE,Parkerthraustes,humeralis,
Catamblyrhynchus diadema,Gorro Afelpado,AVES,PASSERIFORMES,THRAUPIDAE,Catamblyrhynchus,diadema,
Chlorophanes spiza,Mielero Verde,AVES,PASSERIFORMES,THRAUPIDAE,Chlorophanes,spiza,
Iridophanes pulcherrimus,Mielero de Collar Dorado,AVES,PASSERIFORMES,THRAUPIDAE,Iridophanes,pulcherrimus,
Hemithraupis guira,Tangara Guira,AVES,PASSERIFORMES,THRAUPIDAE,Hemithraupis,guira,
Hemithraupis flavicollis,Tangara de Dorso Amarillo,AVES,PASSERIFORMES,THRAUPIDAE,Hemithraupis,flavicollis,
Conirostrum bicolor,Pico-de-Cono Bicolor,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,bicolor,
Conirostrum margaritae,Pico-de-Cono de Pecho Perlado,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,margaritae,
Conirostrum speciosum,Pico-de-Cono de Subcaudales Castañas,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,speciosum,
Conirostrum binghami,Pico-de-Cono Gigante,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,binghami,
Conirostrum ferrugineiventre,Pico-de-Cono de Ceja Blanca,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,ferrugineiventre,
Conirostrum sitticolor,Pico-de-Cono de Dorso Azul,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,sitticolor,
Conirostrum albifrons,Pico-de-Cono Coronado,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,albifrons,
Conirostrum tamarugense ,Pico-de-Cono de los Tamarugales,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,tamarugense ,
Conirostrum cinereum,Pico-de-Cono Cinéreo,AVES,PASSERIFORMES,THRAUPIDAE,Conirostrum,cinereum,
Sicalis citrina,Chirigüe de Cola Listada,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,citrina,
Sicalis lutea,Chirigüe de la Puna,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,lutea,
Sicalis uropygialis,Chirigüe de Lomo Brillante,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,uropygialis,
Sicalis olivascens,Chirigüe Verdoso,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,olivascens,
Sicalis flaveola,Chirigüe Azafranado,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,flaveola,
Sicalis luteola,Chirigüe Común,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,luteola,
Sicalis raimondii,Chirigüe de Raimondi,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,raimondii,
Sicalis taczanowskii,Chirigüe de Garganta Azufrada,AVES,PASSERIFORMES,THRAUPIDAE,Sicalis,taczanowskii,
Phrygilus atriceps,Fringilo de Capucha Negra,AVES,PASSERIFORMES,THRAUPIDAE,Phrygilus,atriceps,
Phrygilus punensis,Fringilo Peruano,AVES,PASSERIFORMES,THRAUPIDAE,Phrygilus,punensis,
Phrygilus fruticeti,Fringilo de Pecho Negro,AVES,PASSERIFORMES,THRAUPIDAE,Phrygilus,fruticeti,
Geospizopsis unicolor,Fringilo Plomizo,AVES,PASSERIFORMES,THRAUPIDAE,Geospizopsis,unicolor,
Geospizopsis plebejus,Fringilo de Pecho Cenizo,AVES,PASSERIFORMES,THRAUPIDAE,Geospizopsis,plebejus,
Porphyrospiza alaudina,Fringilo de Cola Bandeada,AVES,PASSERIFORMES,THRAUPIDAE,Porphyrospiza,alaudina,
Idiopsar erythronotus,Fringilo de Garganta Blanca,AVES,PASSERIFORMES,THRAUPIDAE,Idiopsar,erythronotus,
Idiopsar speculifera,Diuca de Ala Blanca,AVES,PASSERIFORMES,THRAUPIDAE,Idiopsar,speculifera,
Idiopsar brachyurus,Fringilo de Cola Corta,AVES,PASSERIFORMES,THRAUPIDAE,Idiopsar,brachyurus,
Catamenia analis,Semillero de Cola Bandeada,AVES,PASSERIFORMES,THRAUPIDAE,Catamenia,analis,
Catamenia inornata,Semillero Simple,AVES,PASSERIFORMES,THRAUPIDAE,Catamenia,inornata,
Catamenia homochroa,Semillero Paramero,AVES,PASSERIFORMES,THRAUPIDAE,Catamenia,homochroa,
Diglossa lafresnayii,Pincha-Flor Satinado,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,lafresnayii,
Diglossa mystacalis,Pincha-Flor Bigotudo,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,mystacalis,
Diglossa humeralis,Pincha-Flor Negro,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,humeralis,
Diglossa brunneiventris,Pincha-Flor de Garganta Negra,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,brunneiventris,
Diglossa albilatera,Pincha-Flor de Flanco Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,albilatera,
Diglossa sittoides,Pincha-Flor de Pecho Canela,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,sittoides,
Diglossa glauca,Pincha-Flor Azul Intenso,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,glauca,
Diglossa caerulescens,Pincha-Flor Azulado,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,caerulescens,
Diglossa cyanea,Pincha-Flor Enmascarado,AVES,PASSERIFORMES,THRAUPIDAE,Diglossa,cyanea,
Xenodacnis parina,Azulito Altoandino,AVES,PASSERIFORMES,THRAUPIDAE,Xenodacnis,parina,
Haplospiza rustica,Fringilo Pizarroso,AVES,PASSERIFORMES,THRAUPIDAE,Haplospiza,rustica,
Volatinia jacarina,Semillerito Negro Azulado,AVES,PASSERIFORMES,THRAUPIDAE,Volatinia,jacarina,
Conothraupis speculigera,Tangara Negra y Blanca,AVES,PASSERIFORMES,THRAUPIDAE,Conothraupis,speculigera,
Creurgops verticalis,Tangara de Cresta Rufa,AVES,PASSERIFORMES,THRAUPIDAE,Creurgops,verticalis,
Creurgops dentatus,Tangara Pizarrosa,AVES,PASSERIFORMES,THRAUPIDAE,Creurgops,dentatus,
Loriotus cristatus,Tangara Cresta de Fuego,AVES,PASSERIFORMES,THRAUPIDAE,Loriotus,cristatus,
Loriotus rufiventer,Tangara de Cresta Amarilla,AVES,PASSERIFORMES,THRAUPIDAE,Loriotus,rufiventer,
Loriotus luctuosus,Tangara de Hombro Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Loriotus,luctuosus,
Tachyphonus surinamus,Tangara de Cresta Leonada,AVES,PASSERIFORMES,THRAUPIDAE,Tachyphonus,surinamus,
Tachyphonus rufus,Tangara de Líneas Blancas,AVES,PASSERIFORMES,THRAUPIDAE,Tachyphonus,rufus,
Tachyphonus phoenicius,Tangara de Hombro Rojo,AVES,PASSERIFORMES,THRAUPIDAE,Tachyphonus,phoenicius,
Eucometis penicillata,Tangara de Cabeza Gris,AVES,PASSERIFORMES,THRAUPIDAE,Eucometis,penicillata,
Trichothraupis melanops,Tangara de Anteojos,AVES,PASSERIFORMES,THRAUPIDAE,Trichothraupis,melanops,
Coryphospingus cucullatus,Pinzón de Cresta Roja,AVES,PASSERIFORMES,THRAUPIDAE,Coryphospingus,cucullatus,
Ramphocelus nigrogularis,Tangara Carmesí Enmascarada,AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,nigrogularis,
Ramphocelus melanogaster ,Tangara de Vientre Negro,AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,melanogaster ,
Ramphocelus carbo,Tangara de Pico Plateado,AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,carbo,
Ramphocelus icteronotus,Tangara de Lomo Limón,AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,icteronotus,
Lanio fulvus ,Tangara Leonada,AVES,PASSERIFORMES,THRAUPIDAE,Lanio,fulvus ,
Lanio versicolor,Tangara de Ala Blanca,AVES,PASSERIFORMES,THRAUPIDAE,Lanio,versicolor,
Rhodospingus cruentus,Pinzón de Pecho Carmesí,AVES,PASSERIFORMES,THRAUPIDAE,Rhodospingus,cruentus,
Cyanerpes nitidus,Mielero de Pico Corto,AVES,PASSERIFORMES,THRAUPIDAE,Cyanerpes,nitidus,
Cyanerpes caeruleus ,Mielero Púrpura,AVES,PASSERIFORMES,THRAUPIDAE,Cyanerpes,caeruleus ,
Cyanerpes cyaneus,Mielero de Pata Roja,AVES,PASSERIFORMES,THRAUPIDAE,Cyanerpes,cyaneus,
Tersina viridis,Azulejo Golondrina,AVES,PASSERIFORMES,THRAUPIDAE,Tersina,viridis,
Dacnis albiventris,Dacnis de Vientre Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis,albiventris,
Dacnis lineata,Dacnis de Cara Negra,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis,lineata,
Dacnis flaviventer,Dacnis de Vientre Amarillo,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis,flaviventer,
Dacnis cayana,Dacnis Azul,AVES,PASSERIFORMES,THRAUPIDAE,Dacnis,cayana,
Sporophila bouvronides ,Espiguero de Lesson,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,bouvronides ,
Sporophila lineola ,Espiguero Lineado,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,lineola ,
Sporophila leucoptera ,Espiguero de Vientre Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,leucoptera ,
Sporophila peruviana,Espiguero Pico de Loro,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,peruviana,
Sporophila telasco,Espiguero de Garganta Castaña,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,telasco,
Sporophila simplex,Espiguero Simple,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,simplex,
Sporophila castaneiventris,Espiguero de Vientre Castaño,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,castaneiventris,
Sporophila hypoxantha ,Espiguero de Vientre Leonado,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,hypoxantha ,
Sporophila ruficollis ,Espiguero de Garganta Oscura,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,ruficollis ,
Sporophila angolensis,Semillero de Vientre Castaño,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,angolensis,
Sporophila crassirostris,Semillero de Pico Grande,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,crassirostris,
Sporophila atrirostris,Semillero de Pico Negro,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,atrirostris,
Sporophila corvina,Espiguero Variable,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,corvina,
Sporophila murallae,Espiguero de Caquetá,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,murallae,
Sporophila luctuosa,Espiguero Negro y Blanco,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,luctuosa,
Sporophila nigricollis,Espiguero de Vientre Amarillo,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,nigricollis,
Sporophila caerulescens,Espiguero Doble Acollarado,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,caerulescens,
Sporophila schistacea,Espiguero Pizarroso,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,schistacea,
Sporophila plumbea,Espiguero Plomizo,AVES,PASSERIFORMES,THRAUPIDAE,Sporophila,plumbea,
Saltator maximus,Saltador de Garganta Anteada,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,maximus,
Saltator coerulescens,Saltador Grisáceo,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,coerulescens,
Saltator striatipectus,Saltador Rayado,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,striatipectus,
Saltator nigriceps,Saltador de Capucha Negra,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,nigriceps,
Saltator aurantiirostris,Saltador de Pico Dorado,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,aurantiirostris,
Saltator cinctus,Saltador Enmascarado,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,cinctus,
Saltator grossus,Picogrueso de Pico Rojo,AVES,PASSERIFORMES,THRAUPIDAE,Saltator,grossus,
Coryphaspiza melanotis,Pinzón Enmascarado,AVES,PASSERIFORMES,THRAUPIDAE,Coryphaspiza,melanotis,
Emberizoides herbicola,Sabanero Cola de Cuña,AVES,PASSERIFORMES,THRAUPIDAE,Emberizoides,herbicola,
Piezorina cinerea ,Fringilo Cinéreo,AVES,PASSERIFORMES,THRAUPIDAE,Piezorina,cinerea ,
Xenospingus concolor,Fringilo Apizarrado,AVES,PASSERIFORMES,THRAUPIDAE,Xenospingus,concolor,
Pseudospingus verticalis,Hemispingo de Cabeza Negra,AVES,PASSERIFORMES,THRAUPIDAE,Pseudospingus,verticalis,
Pseudospingus xanthophthalmus,Hemispingo Simple,AVES,PASSERIFORMES,THRAUPIDAE,Pseudospingus,xanthophthalmus,
Cnemoscopus rubrirostris,Tangara-Montesa de Capucha Gris,AVES,PASSERIFORMES,THRAUPIDAE,Cnemoscopus,rubrirostris,
Poospiza rufosuperciliaris ,Hemispingo de Ceja Rufa,AVES,PASSERIFORMES,THRAUPIDAE,Poospiza,rufosuperciliaris ,
Poospiza rubecula ,Monterita de Pecho Rufo,AVES,PASSERIFORMES,THRAUPIDAE,Poospiza,rubecula ,
Poospiza hispaniolensis,Monterita Acollarada,AVES,PASSERIFORMES,THRAUPIDAE,Poospiza,hispaniolensis,
Poospizopsis caesar ,Monterita de Pecho Castaño,AVES,PASSERIFORMES,THRAUPIDAE,Poospizopsis,caesar ,
Kleinothraupis atropileus,Hemispingo de Gorro Negro,AVES,PASSERIFORMES,THRAUPIDAE,Kleinothraupis,atropileus,
Kleinothraupis parodii ,Hemispingo de Parodi,AVES,PASSERIFORMES,THRAUPIDAE,Kleinothraupis,parodii ,
Kleinothraupis calophrys,Hemispingo de Ceja Naranja,AVES,PASSERIFORMES,THRAUPIDAE,Kleinothraupis,calophrys,
Sphenopsis frontalis,Hemispingo Oleaginoso,AVES,PASSERIFORMES,THRAUPIDAE,Sphenopsis,frontalis,
Sphenopsis melanotis,Hemispingo de Oreja Negra,AVES,PASSERIFORMES,THRAUPIDAE,Sphenopsis,melanotis,
Thlypopsis sordida,Tangara de Cabeza Naranja,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,sordida,
Thlypopsis inornata ,Tangara de Vientre Anteado,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,inornata ,
Thlypopsis ruficeps,Tangara Rufa y Amarilla,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,ruficeps,
Thlypopsis superciliaris,Hemispingo Superciliado,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,superciliaris,
Thlypopsis ornata,Tangara de Pecho Rufo,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,ornata,
Thlypopsis pectoralis ,Tangara de Flanco Pardo,AVES,PASSERIFORMES,THRAUPIDAE,Thlypopsis,pectoralis ,
Microspingus alticola ,Monterita de Cola Simple,AVES,PASSERIFORMES,THRAUPIDAE,Microspingus,alticola ,
Microspingus trifasciatus,Hemispingo Trirrayado,AVES,PASSERIFORMES,THRAUPIDAE,Microspingus,trifasciatus,
Nephelornis oneilli ,Pardusco,AVES,PASSERIFORMES,THRAUPIDAE,Nephelornis,oneilli ,
Incaspiza pulchra ,Fringilo-Inca Grande,AVES,PASSERIFORMES,THRAUPIDAE,Incaspiza,pulchra ,
Incaspiza personata ,Fringilo-Inca de Dorso Rufo,AVES,PASSERIFORMES,THRAUPIDAE,Incaspiza,personata ,
Incaspiza ortizi ,Fringilo-Inca de Ala Gris,AVES,PASSERIFORMES,THRAUPIDAE,Incaspiza,ortizi ,
Incaspiza laeta ,Fringilo-Inca de Frenillo Anteado,AVES,PASSERIFORMES,THRAUPIDAE,Incaspiza,laeta ,
Incaspiza watkinsi ,Fringilo-Inca Chico,AVES,PASSERIFORMES,THRAUPIDAE,Incaspiza,watkinsi ,
Coereba flaveola,Mielero Común,AVES,PASSERIFORMES,THRAUPIDAE,Coereba,flaveola,
Asemospiza obscura,Semillero Pardo,AVES,PASSERIFORMES,THRAUPIDAE,Asemospiza,obscura,
Chlorochrysa calliparaea,Tangara de Oreja Naranja,AVES,PASSERIFORMES,THRAUPIDAE,Chlorochrysa,calliparaea,
Paroaria coronata ,Cardenal de Cresta Roja,AVES,PASSERIFORMES,THRAUPIDAE,Paroaria,coronata ,
Paroaria gularis,Cardenal de Gorro Rojo,AVES,PASSERIFORMES,THRAUPIDAE,Paroaria,gularis,
Schistochlamys melanopis,Tangara de Cara Negra,AVES,PASSERIFORMES,THRAUPIDAE,Schistochlamys,melanopis,
Cissopis leverianus,Tangara Urraca,AVES,PASSERIFORMES,THRAUPIDAE,Cissopis,leverianus,
Calochaetes coccineus,Tangara Bermellón,AVES,PASSERIFORMES,THRAUPIDAE,Calochaetes,coccineus,
Iridosornis analis,Tangara de Garganta Amarilla,AVES,PASSERIFORMES,THRAUPIDAE,Iridosornis,analis,
Iridosornis jelskii,Tangara de Collar Dorado,AVES,PASSERIFORMES,THRAUPIDAE,Iridosornis,jelskii,
Iridosornis rufivertex,Tangara de Corona Dorada,AVES,PASSERIFORMES,THRAUPIDAE,Iridosornis,rufivertex,
Iridosornis reinhardti ,Tangara de Bufanda Amarilla,AVES,PASSERIFORMES,THRAUPIDAE,Iridosornis,reinhardti ,
Pipraeidea melanonota,Tangara de Pecho Anteado,AVES,PASSERIFORMES,THRAUPIDAE,Pipraeidea,melanonota,
Rauenia bonariensis,Tangara Azul y Amarilla,AVES,PASSERIFORMES,THRAUPIDAE,Rauenia,bonariensis,
Dubusia taeniata,Tangara-de-Montaña de Pecho Anteado,AVES,PASSERIFORMES,THRAUPIDAE,Dubusia,taeniata,
Dubusia castaneoventris,Tangara-de-Montaña de Vientre Castaño,AVES,PASSERIFORMES,THRAUPIDAE,Dubusia,castaneoventris,
Anisognathus lacrymosus,Tangara-de-Montaña Lacrimosa,AVES,PASSERIFORMES,THRAUPIDAE,Anisognathus,lacrymosus,
Anisognathus igniventris,Tangara-de-Montaña de Vientre Escarlata,AVES,PASSERIFORMES,THRAUPIDAE,Anisognathus,igniventris,
Anisognathus somptuosus,Tangara-de-Montaña de Ala Azul,AVES,PASSERIFORMES,THRAUPIDAE,Anisognathus,somptuosus,
Buthraupis montana,Tangara-de-Montaña Encapuchada,AVES,PASSERIFORMES,THRAUPIDAE,Buthraupis,montana,
Tephrospilus wetmorei,Tangara-de-Montaña Enmascarada,AVES,PASSERIFORMES,THRAUPIDAE,Tephrospilus,wetmorei,
Sporathraupis cyanocephala,Tangara de Gorro Azul,AVES,PASSERIFORMES,THRAUPIDAE,Sporathraupis,cyanocephala,
Chlorornis riefferii,Tangara Verde Esmeralda,AVES,PASSERIFORMES,THRAUPIDAE,Chlorornis,riefferii,
Cnemathraupis eximia,Tangara-de-Montaña de Pecho Negro,AVES,PASSERIFORMES,THRAUPIDAE,Cnemathraupis,eximia,
Cnemathraupis aureodorsalis ,Tangara-de-Montaña de Dorso Dorado,AVES,PASSERIFORMES,THRAUPIDAE,Cnemathraupis,aureodorsalis ,
Wetmorethraupis sterrhopteron,Tangara de Garganta Naranja,AVES,PASSERIFORMES,THRAUPIDAE,Wetmorethraupis,sterrhopteron,
Chalcothraupis ruficervix,Tangara de Nuca Dorada,AVES,PASSERIFORMES,THRAUPIDAE,Chalcothraupis,ruficervix,
Stilpnia viridicollis,Tangara Plateada,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,viridicollis,
Stilpnia argyrofenges,Tangara de Garganta Verde,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,argyrofenges,
Stilpnia phillipsi ,Tangara del Sira,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,phillipsi ,
Stilpnia meyerdeschauenseei,Tangara de Gorro Verde,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,meyerdeschauenseei,
Stilpnia cayana,Tangara de Anteado Bruñido,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,cayana,
Stilpnia nigrocincta,Tangara Enmascarada,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,nigrocincta,
Stilpnia cyanicollis,Tangara de Cuello Azul,AVES,PASSERIFORMES,THRAUPIDAE,Stilpnia,cyanicollis,
Tangara vassorii,Tangara Azul y Negra,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,vassorii,
Tangara nigroviridis,Tangara Lentejuelada,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,nigroviridis,
Tangara labradorides,Tangara Verde Metálico,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,labradorides,
Tangara cyanotis,Tangara de Ceja Azul,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,cyanotis,
Tangara mexicana,Tangara Turquesa,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,mexicana,
Tangara chilensis,Tangara del Paraíso,AVES,PASSERIFORMES,THRAUPIDAE,Tangara,chilensis,
